ensembl	gene_name
ENSG00000136404	TM6SF1
ENSG00000136425	CIB2
ENSG00000136444	RSAD1
ENSG00000136448	NMT1
ENSG00000136449	MYCBPAP
ENSG00000136451	VEZF1
ENSG00000136457	CHAD
ENSG00000052126	PLEKHA5
ENSG00000136463	TACO1
ENSG00000136478	TEX2
ENSG00000136485	DCAF7
ENSG00000136490	LIMD2
ENSG00000136492	BRIP1
ENSG00000136504	KAT7
ENSG00000136518	ACTL6A
ENSG00000052344	PRSS8
ENSG00000136527	TRA2B
ENSG00000136531	SCN2A
ENSG00000136535	TBR1
ENSG00000136541	ERMN
ENSG00000136542	GALNT5
ENSG00000136546	SCN7A
ENSG00000136560	TANK
ENSG00000136573	BLK
ENSG00000052723	SIKE1
ENSG00000136574	GATA4
ENSG00000136628	EPRS
ENSG00000136630	HLX
ENSG00000136631	VPS45
ENSG00000136634	IL10
ENSG00000136636	KCTD3
ENSG00000136689	IL1RN
ENSG00000052749	RRP12
ENSG00000136695	IL36RN
ENSG00000136697	IL1F10
ENSG00000136699	SMPD4
ENSG00000136709	WDR33
ENSG00000136715	SAP130
ENSG00000136718	IMP4
ENSG00000136720	HS6ST1
ENSG00000136732	GYPC
ENSG00000136738	STAM
ENSG00000136750	GAD2
ENSG00000136770	DNAJC1
ENSG00000136807	CDK9
ENSG00000052802	MSMO1
ENSG00000136811	ODF2
ENSG00000136813	KIAA0368
ENSG00000136816	TOR1B
ENSG00000136824	SMC2
ENSG00000136826	KLF4
ENSG00000136827	TOR1A
ENSG00000136828	RALGPS1
ENSG00000136830	FAM129B
ENSG00000052841	TTC17
ENSG00000136842	TMOD1
ENSG00000136848	DAB2IP
ENSG00000136854	STXBP1
ENSG00000136856	SLC2A8
ENSG00000136859	ANGPTL2
ENSG00000136861	CDK5RAP2
ENSG00000136867	SLC31A2
ENSG00000004961	HCCS
ENSG00000136868	SLC31A1
ENSG00000136870	ZNF189
ENSG00000136874	STX17
ENSG00000136877	FPGS
ENSG00000136878	USP20
ENSG00000136881	BAAT
ENSG00000136883	KIF12
ENSG00000053108	FSTL4
ENSG00000136891	TEX10
ENSG00000136895	GARNL3
ENSG00000136897	MRPL50
ENSG00000136908	DPM2
ENSG00000136918	WDR38
ENSG00000136925	TSTD2
ENSG00000136928	GABBR2
ENSG00000136929	HEMGN
ENSG00000136931	NR5A1
ENSG00000136932	TRMO
ENSG00000136933	RABEPK
ENSG00000136935	GOLGA1
ENSG00000136936	XPA
ENSG00000136937	NCBP1
ENSG00000136944	LMX1B
ENSG00000136950	ARPC5L
ENSG00000053328	METTL24
ENSG00000136960	ENPP2
ENSG00000136982	DSCC1
ENSG00000136986	DERL1
ENSG00000136997	MYC
ENSG00000136999	NOV
ENSG00000137038	DMAC1
ENSG00000137054	POLR1E
ENSG00000137055	PLAA
ENSG00000137076	TLN1
ENSG00000137090	DMRT1
ENSG00000137094	DNAJB5
ENSG00000137100	DCTN3
ENSG00000137101	CD72
ENSG00000137103	TMEM8B
ENSG00000137106	GRHPR
ENSG00000137124	ALDH1B1
ENSG00000137135	ARHGEF39
ENSG00000137142	IGFBPL1
ENSG00000137145	DENND4C
ENSG00000137161	CNPY3
ENSG00000137171	KLC4
ENSG00000137177	KIF13A
ENSG00000137198	GMPR
ENSG00000137203	TFAP2A
ENSG00000137204	SLC22A7
ENSG00000137207	YIPF3
ENSG00000137216	TMEM63B
ENSG00000137218	FRS3
ENSG00000137251	TINAG
ENSG00000137252	HCRTR2
ENSG00000137261	KIAA0319
ENSG00000137265	IRF4
ENSG00000137266	SLC22A23
ENSG00000137269	LRRC1
ENSG00000053524	MCF2L2
ENSG00000137270	GCM1
ENSG00000137273	FOXF2
ENSG00000137274	BPHL
ENSG00000137275	RIPK1
ENSG00000137310	TCF19
ENSG00000137312	FLOT1
ENSG00000137331	IER3
ENSG00000137337	MDC1
ENSG00000137343	ATAT1
ENSG00000137364	TPMT
ENSG00000137392	CLPS
ENSG00000137393	RNF144B
ENSG00000137404	NRM
ENSG00000137411	VARS2
ENSG00000004975	DVL2
ENSG00000053747	LAMA3
ENSG00000137414	FAM8A1
ENSG00000137434	C6orf52
ENSG00000137449	CPEB2
ENSG00000137460	FHDC1
ENSG00000137462	TLR2
ENSG00000137463	MGARP
ENSG00000137473	TTC29
ENSG00000137474	MYO7A
ENSG00000137478	FCHSD2
ENSG00000053770	AP5M1
ENSG00000137486	ARRB1
ENSG00000137491	SLCO2B1
ENSG00000137497	NUMA1
ENSG00000137502	RAB30
ENSG00000137504	CREBZF
ENSG00000053900	ANAPC4
ENSG00000137507	LRRC32
ENSG00000137509	PRCP
ENSG00000137513	NARS2
ENSG00000137522	RNF121
ENSG00000137558	PI15
ENSG00000137563	GGH
ENSG00000137571	SLCO5A1
ENSG00000137573	SULF1
ENSG00000053918	KCNQ1
ENSG00000137574	TGS1
ENSG00000137601	NEK1
ENSG00000137642	SORL1
ENSG00000137648	TMPRSS4
ENSG00000137656	BUD13
ENSG00000137672	TRPC6
ENSG00000137673	MMP7
ENSG00000054116	TRAPPC3
ENSG00000137674	MMP20
ENSG00000137675	MMP27
ENSG00000137699	TRIM29
ENSG00000137700	SLC37A4
ENSG00000137707	BTG4
ENSG00000137709	POU2F3
ENSG00000137710	RDX
ENSG00000137713	PPP2R1B
ENSG00000137726	FXYD6
ENSG00000137727	ARHGAP20
ENSG00000137731	FXYD2
ENSG00000137745	MMP13
ENSG00000137747	TMPRSS13
ENSG00000054148	PHPT1
ENSG00000137760	ALKBH8
ENSG00000137764	MAP2K5
ENSG00000137766	UNC13C
ENSG00000137770	CTDSPL2
ENSG00000137801	THBS1
ENSG00000137806	NDUFAF1
ENSG00000054179	ENTPD2
ENSG00000137807	KIF23
ENSG00000137809	ITGA11
ENSG00000137815	RTF1
ENSG00000137817	PARP6
ENSG00000137819	PAQR5
ENSG00000137821	LRRC49
ENSG00000137822	TUBGCP4
ENSG00000137825	ITPKA
ENSG00000137831	UACA
ENSG00000137834	SMAD6
ENSG00000137841	PLCB2
ENSG00000137842	TMEM62
ENSG00000137845	ADAM10
ENSG00000137857	DUOX1
ENSG00000137868	STRA6
ENSG00000137869	CYP19A1
ENSG00000137872	SEMA6D
ENSG00000137877	SPTBN5
ENSG00000137880	GCHFR
ENSG00000137936	BCAR3
ENSG00000137941	TTLL7
ENSG00000137942	FNBP1L
ENSG00000005001	PRSS22
ENSG00000054277	OPN3
ENSG00000137944	KYAT3
ENSG00000137947	GTF2B
ENSG00000137948	BRDT
ENSG00000137955	RABGGTB
ENSG00000137960	GIPC2
ENSG00000137968	SLC44A5
ENSG00000137975	CLCA2
ENSG00000054282	SDCCAG8
ENSG00000137976	DNASE2B
ENSG00000137996	RTCA
ENSG00000138002	IFT172
ENSG00000138018	SELENOI
ENSG00000138028	CGREF1
ENSG00000138030	KHK
ENSG00000138031	ADCY3
ENSG00000138032	PPM1B
ENSG00000054356	PTPRN
ENSG00000138035	PNPT1
ENSG00000138050	THUMPD2
ENSG00000138061	CYP1B1
ENSG00000138068	SULT6B1
ENSG00000138069	RAB1A
ENSG00000138071	ACTR2
ENSG00000138074	SLC5A6
ENSG00000054392	HHAT
ENSG00000138075	ABCG5
ENSG00000138078	PREPL
ENSG00000138079	SLC3A1
ENSG00000138080	EMILIN1
ENSG00000138081	FBXO11
ENSG00000138083	SIX3
ENSG00000138092	CENPO
ENSG00000138100	TRIM54
ENSG00000054523	KIF1B
ENSG00000138101	DTNB
ENSG00000138107	ACTR1A
ENSG00000138111	MFSD13A
ENSG00000138119	MYOF
ENSG00000138131	LOXL4
ENSG00000138134	STAMBPL1
ENSG00000138136	LBX1
ENSG00000138152	BTBD16
ENSG00000054598	FOXC1
ENSG00000138160	KIF11
ENSG00000138161	CUZD1
ENSG00000138162	TACC2
ENSG00000138172	CALHM2
ENSG00000138175	ARL3
ENSG00000138180	CEP55
ENSG00000138190	EXOC6
ENSG00000054611	TBC1D22A
ENSG00000138193	PLCE1
ENSG00000138207	RBP4
ENSG00000138231	DBR1
ENSG00000138246	DNAJC13
ENSG00000138271	GPR87
ENSG00000138286	FAM149B1
ENSG00000138308	PLA2G12B
ENSG00000138311	ZNF365
ENSG00000138315	OIT3
ENSG00000138316	ADAMTS14
ENSG00000138346	DNA2
ENSG00000138347	MYPN
ENSG00000138356	AOX1
ENSG00000138363	ATIC
ENSG00000138375	SMARCAL1
ENSG00000138376	BARD1
ENSG00000138378	STAT4
ENSG00000054690	PLEKHH1
ENSG00000138379	MSTN
ENSG00000138380	CARF
ENSG00000138386	NAB1
ENSG00000138395	CDK15
ENSG00000138398	PPIG
ENSG00000138399	FASTKD1
ENSG00000138400	MDH1B
ENSG00000054793	ATP9A
ENSG00000138411	HECW2
ENSG00000138430	OLA1
ENSG00000138434	SSFA2
ENSG00000138435	CHRNA1
ENSG00000138439	FAM117B
ENSG00000138448	ITGAV
ENSG00000005007	UPF1
ENSG00000054796	SPO11
ENSG00000138459	SLC35A5
ENSG00000138463	DIRC2
ENSG00000138468	SENP7
ENSG00000138483	CCDC54
ENSG00000138496	PARP9
ENSG00000138587	MNS1
ENSG00000138592	USP8
ENSG00000138593	SECISBP2L
ENSG00000054803	CBLN4
ENSG00000138600	SPPL2A
ENSG00000138604	GLCE
ENSG00000138606	SHF
ENSG00000138614	INTS14
ENSG00000138615	CILP
ENSG00000138617	PARP16
ENSG00000138622	HCN4
ENSG00000054938	CHRDL2
ENSG00000138623	SEMA7A
ENSG00000138640	FAM13A
ENSG00000138641	HERC3
ENSG00000138653	NDST4
ENSG00000138658	ZGRF1
ENSG00000054965	FAM168A
ENSG00000138663	COPS4
ENSG00000138668	HNRNPD
ENSG00000138669	PRKG2
ENSG00000138670	RASGEF1B
ENSG00000138674	SEC31A
ENSG00000138675	FGF5
ENSG00000138685	FGF2
ENSG00000054967	RELT
ENSG00000138686	BBS7
ENSG00000138696	BMPR1B
ENSG00000138698	RAP1GDS1
ENSG00000138735	PDE5A
ENSG00000138738	PRDM5
ENSG00000138741	TRPC3
ENSG00000055044	NOP58
ENSG00000138755	CXCL9
ENSG00000138756	BMP2K
ENSG00000138757	G3BP2
ENSG00000138758	SEPT11
ENSG00000138759	FRAS1
ENSG00000138760	SCARB2
ENSG00000138764	CCNG2
ENSG00000138767	CNOT6L
ENSG00000138768	USO1
ENSG00000055070	SZRD1
ENSG00000138769	CDKL2
ENSG00000138771	SHROOM3
ENSG00000138772	ANXA3
ENSG00000138778	CENPE
ENSG00000138780	GSTCD
ENSG00000138792	ENPEP
ENSG00000138795	LEF1
ENSG00000055118	KCNH2
ENSG00000138796	HADH
ENSG00000138801	PAPSS1
ENSG00000138802	SEC24B
ENSG00000138813	C4orf17
ENSG00000138814	PPP3CA
ENSG00000138821	SLC39A8
ENSG00000138823	MTTP
ENSG00000138829	FBN2
ENSG00000138834	MAPK8IP3
ENSG00000055130	CUL1
ENSG00000138835	RGS3
ENSG00000138892	TTLL8
ENSG00000138942	RNF185
ENSG00000138964	PARVG
ENSG00000139044	B4GALNT3
ENSG00000139053	PDE6H
ENSG00000139083	ETV6
ENSG00000055147	FAM114A2
ENSG00000139116	KIF21A
ENSG00000139132	FGD4
ENSG00000139151	PLCZ1
ENSG00000005020	SKAP2
ENSG00000055163	CYFIP2
ENSG00000139160	ETFBKMT
ENSG00000139163	ETNK1
ENSG00000139173	TMEM117
ENSG00000139174	PRICKLE1
ENSG00000139178	C1RL
ENSG00000139182	CLSTN3
ENSG00000055208	TAB2
ENSG00000139193	CD27
ENSG00000139200	PIANP
ENSG00000139209	SLC38A4
ENSG00000139219	COL2A1
ENSG00000139220	PPFIA2
ENSG00000055211	GINM1
ENSG00000139263	LRIG3
ENSG00000139266	MARCH9
ENSG00000139278	GLIPR1
ENSG00000139289	PHLDA1
ENSG00000139292	LGR5
ENSG00000055332	EIF2AK2
ENSG00000139318	DUSP6
ENSG00000139323	POC1B
ENSG00000139324	TMTC3
ENSG00000139330	KERA
ENSG00000139344	AMDHD1
ENSG00000139350	NEDD1
ENSG00000139352	ASCL1
ENSG00000139354	GAS2L3
ENSG00000139370	SLC15A4
ENSG00000139405	RITA1
ENSG00000139410	SDSL
ENSG00000139428	MMAB
ENSG00000139433	GLTP
ENSG00000139436	GIT2
ENSG00000139437	TCHP
ENSG00000139438	FAM222A
ENSG00000139505	MTMR6
ENSG00000139508	SLC46A3
ENSG00000139514	SLC7A1
ENSG00000139515	PDX1
ENSG00000139517	LNX2
ENSG00000055732	MCOLN3
ENSG00000139537	CCDC65
ENSG00000139597	N4BP2L1
ENSG00000055813	CCDC85A
ENSG00000139618	BRCA2
ENSG00000139631	CSAD
ENSG00000139636	LMBR1L
ENSG00000055917	PUM2
ENSG00000139668	WDFY2
ENSG00000139679	LPAR6
ENSG00000139687	RB1
ENSG00000139697	SBNO1
ENSG00000139714	MORN3
ENSG00000139718	SETD1B
ENSG00000139722	VPS37B
ENSG00000139734	DIAPH3
ENSG00000139737	SLAIN1
ENSG00000139746	RBM26
ENSG00000139767	SRRM4
ENSG00000139780	METTL21C
ENSG00000139793	MBNL2
ENSG00000005059	MCUB
ENSG00000139800	ZIC5
ENSG00000139826	ABHD13
ENSG00000139832	RAB20
ENSG00000139835	GRTP1
ENSG00000139842	CUL4A
ENSG00000139865	TTC6
ENSG00000139874	SSTR1
ENSG00000139880	CDH24
ENSG00000139890	REM2
ENSG00000139899	CBLN3
ENSG00000139908	TSSK4
ENSG00000139910	NOVA1
ENSG00000139914	FITM1
ENSG00000139926	FRMD6
ENSG00000139946	PELI2
ENSG00000139970	RTN1
ENSG00000139971	C14orf37
ENSG00000056050	HPF1
ENSG00000139973	SYT16
ENSG00000139974	SLC38A6
ENSG00000139990	DCAF5
ENSG00000139998	RAB15
ENSG00000140009	ESR2
ENSG00000140015	KCNH5
ENSG00000140022	STON2
ENSG00000140025	EFCAB11
ENSG00000140044	JDP2
ENSG00000140057	AK7
ENSG00000140090	SLC24A4
ENSG00000140104	CLBA1
ENSG00000140105	WARS
ENSG00000140107	SLC25A47
ENSG00000140157	NIPA2
ENSG00000140254	DUOXA1
ENSG00000140262	TCF12
ENSG00000140265	ZSCAN29
ENSG00000140274	DUOXA2
ENSG00000056291	NPFFR2
ENSG00000140279	DUOX2
ENSG00000140280	LYSMD2
ENSG00000140284	SLC27A2
ENSG00000140285	FGF7
ENSG00000140287	HDC
ENSG00000140297	GCNT3
ENSG00000140299	BNIP2
ENSG00000140320	BAHD1
ENSG00000056487	PHF21B
ENSG00000140323	DISP2
ENSG00000140326	CDAN1
ENSG00000140332	TLE3
ENSG00000140368	PSTPIP1
ENSG00000140382	HMG20A
ENSG00000140395	WDR61
ENSG00000056558	TRAF1
ENSG00000140396	NCOA2
ENSG00000140403	DNAJA4
ENSG00000140406	TLNRD1
ENSG00000140416	TPM1
ENSG00000140443	IGF1R
ENSG00000140450	ARRDC4
ENSG00000140451	PIF1
ENSG00000140455	USP3
ENSG00000140459	CYP11A1
ENSG00000140463	BBS4
ENSG00000140464	PML
ENSG00000140465	CYP1A1
ENSG00000140470	ADAMTS17
ENSG00000140474	ULK3
ENSG00000140479	PCSK6
ENSG00000056736	IL17RB
ENSG00000140497	SCAMP2
ENSG00000140506	LMAN1L
ENSG00000140511	HAPLN3
ENSG00000140519	RHCG
ENSG00000140521	POLG
ENSG00000140522	RLBP1
ENSG00000140525	FANCI
ENSG00000140526	ABHD2
ENSG00000140527	WDR93
ENSG00000140534	TICRR
ENSG00000140548	ZNF710
ENSG00000140553	UNC45A
ENSG00000140557	ST8SIA2
ENSG00000140563	MCTP2
ENSG00000140564	FURIN
ENSG00000140575	IQGAP1
ENSG00000140577	CRTC3
ENSG00000140598	EFL1
ENSG00000140600	SH3GL3
ENSG00000140623	SEPT12
ENSG00000140632	GLYR1
ENSG00000140675	SLC5A2
ENSG00000057019	DCBLD2
ENSG00000140682	TGFB1I1
ENSG00000140688	C16orf58
ENSG00000140691	ARMC5
ENSG00000140694	PARN
ENSG00000140743	CDR2
ENSG00000140749	IGSF6
ENSG00000140750	ARHGAP17
ENSG00000140795	MYLK3
ENSG00000140798	ABCC12
ENSG00000140807	NKD1
ENSG00000140829	DHX38
ENSG00000140830	TXNL4B
ENSG00000140832	MARVELD3
ENSG00000140848	CPNE2
ENSG00000140853	NLRC5
ENSG00000140854	KATNB1
ENSG00000140859	KIFC3
ENSG00000057294	PKP2
ENSG00000140873	ADAMTS18
ENSG00000140876	NUDT7
ENSG00000140931	CMTM3
ENSG00000140937	CDH11
ENSG00000140939	NOL3
ENSG00000140943	MBTPS1
ENSG00000140948	ZCCHC14
ENSG00000057468	MSH4
ENSG00000140950	TLDC1
ENSG00000140955	ADAD2
ENSG00000140961	OSGIN1
ENSG00000140968	IRF8
ENSG00000140986	RPL3L
ENSG00000140990	NDUFB10
ENSG00000057593	F7
ENSG00000140995	DEF8
ENSG00000141002	TCF25
ENSG00000141012	GALNS
ENSG00000141013	GAS8
ENSG00000141026	MED9
ENSG00000141030	COPS3
ENSG00000141034	GID4
ENSG00000141040	ZNF287
ENSG00000141052	MYOCD
ENSG00000141068	KSR1
ENSG00000141084	RANBP10
ENSG00000141086	CTRL
ENSG00000141101	NOB1
ENSG00000141127	PRPSAP2
ENSG00000141161	UNC45B
ENSG00000141198	TOM1L1
ENSG00000057657	PRDM1
ENSG00000141200	KIF2B
ENSG00000141219	C17orf80
ENSG00000141232	TOB1
ENSG00000141258	SGSM2
ENSG00000141279	NPEPPS
ENSG00000141293	SKAP1
ENSG00000141294	LRRC46
ENSG00000141295	SCRN2
ENSG00000057663	ATG5
ENSG00000141298	SSH2
ENSG00000141314	RHBDL3
ENSG00000141337	ARSG
ENSG00000141349	G6PC3
ENSG00000141367	CLTC
ENSG00000141371	C17orf64
ENSG00000141376	BCAS3
ENSG00000141378	PTRH2
ENSG00000005100	DHX33
ENSG00000057704	TMCC3
ENSG00000141380	SS18
ENSG00000141384	TAF4B
ENSG00000141385	AFG3L2
ENSG00000141391	PRELID3A
ENSG00000141401	IMPA2
ENSG00000141404	GNAL
ENSG00000141424	SLC39A6
ENSG00000141425	RPRD1A
ENSG00000141429	GALNT1
ENSG00000057757	PITHD1
ENSG00000141431	ASXL3
ENSG00000141433	ADCYAP1
ENSG00000141434	MEP1B
ENSG00000141441	GAREM1
ENSG00000141446	ESCO1
ENSG00000141447	OSBPL1A
ENSG00000141448	GATA6
ENSG00000141449	GREB1L
ENSG00000141452	C18orf8
ENSG00000141456	PELP1
ENSG00000057935	MTA3
ENSG00000141458	NPC1
ENSG00000141497	ZMYND15
ENSG00000141499	WRAP53
ENSG00000141503	MINK1
ENSG00000141504	SAT2
ENSG00000141506	PIK3R5
ENSG00000058056	USP13
ENSG00000141522	ARHGDIA
ENSG00000141524	TMC6
ENSG00000141526	SLC16A3
ENSG00000141527	CARD14
ENSG00000141540	TTYH2
ENSG00000141543	EIF4A3
ENSG00000141551	CSNK1D
ENSG00000058063	ATP11B
ENSG00000141556	TBCD
ENSG00000141560	FN3KRP
ENSG00000141569	TRIM65
ENSG00000141576	RNF157
ENSG00000141577	CEP131
ENSG00000141579	ZNF750
ENSG00000058085	LAMC2
ENSG00000141582	CBX4
ENSG00000141622	RNF165
ENSG00000141639	MAPK4
ENSG00000141642	ELAC1
ENSG00000141646	SMAD4
ENSG00000141655	TNFRSF11A
ENSG00000141664	ZCCHC2
ENSG00000141665	FBXO15
ENSG00000141668	CBLN2
ENSG00000141696	P3H4
ENSG00000141698	NT5C3B
ENSG00000141699	RETREG3
ENSG00000141736	ERBB2
ENSG00000141738	GRB7
ENSG00000141741	MIEN1
ENSG00000141744	PNMT
ENSG00000058262	SEC61A1
ENSG00000141750	STAC2
ENSG00000141753	IGFBP4
ENSG00000141756	FKBP10
ENSG00000141759	TXNL4A
ENSG00000141837	CACNA1A
ENSG00000141858	SAMD1
ENSG00000141867	BRD4
ENSG00000141873	SLC39A3
ENSG00000058272	PPP1R12A
ENSG00000141905	NFIC
ENSG00000141933	TPGS1
ENSG00000141934	PLPP2
ENSG00000141956	PRDM15
ENSG00000141959	PFKL
ENSG00000141968	VAV1
ENSG00000141971	MVB12A
ENSG00000141977	CIB3
ENSG00000058335	RASGRF1
ENSG00000141985	SH3GL1
ENSG00000142002	DPP9
ENSG00000142082	SIRT3
ENSG00000142102	PGGHG
ENSG00000142149	HUNK
ENSG00000005102	MEOX1
ENSG00000058404	CAMK2B
ENSG00000142156	COL6A1
ENSG00000142186	SCYL1
ENSG00000142192	APP
ENSG00000142197	DOPEY2
ENSG00000142207	URB1
ENSG00000142208	AKT1
ENSG00000142224	IL19
ENSG00000142230	SAE1
ENSG00000142233	NTN5
ENSG00000142273	CBLC
ENSG00000058600	POLR3E
ENSG00000142303	ADAMTS10
ENSG00000142319	SLC6A3
ENSG00000142327	RNPEPL1
ENSG00000142330	CAPN10
ENSG00000142347	MYO1F
ENSG00000142444	TIMM29
ENSG00000058729	RIOK2
ENSG00000142453	CARM1
ENSG00000142459	EVI5L
ENSG00000142484	TM4SF5
ENSG00000058799	YIPF1
ENSG00000142534	RPS11
ENSG00000142549	IGLON5
ENSG00000142552	RCN3
ENSG00000142599	RERE
ENSG00000058804	NDC1
ENSG00000142606	MMEL1
ENSG00000142611	PRDM16
ENSG00000142619	PADI3
ENSG00000142623	PADI1
ENSG00000142627	EPHA2
ENSG00000142632	ARHGEF19
ENSG00000058866	DGKG
ENSG00000142655	PEX14
ENSG00000142657	PGD
ENSG00000142661	MYOM3
ENSG00000142669	SH3BGRL3
ENSG00000142675	CNKSR1
ENSG00000142677	IL22RA1
ENSG00000142687	KIAA0319L
ENSG00000142694	EVA1B
ENSG00000142698	C1orf94
ENSG00000142700	DMRTA2
ENSG00000142731	PLK4
ENSG00000142733	MAP3K6
ENSG00000142751	GPN2
ENSG00000142765	SYTL1
ENSG00000142784	WDTC1
ENSG00000142798	HSPG2
ENSG00000142864	SERBP1
ENSG00000142871	CYR61
ENSG00000142875	PRKACB
ENSG00000142892	PIGK
ENSG00000142910	TINAGL1
ENSG00000142920	AZIN2
ENSG00000059377	TBXAS1
ENSG00000142959	BEST4
ENSG00000142961	MOB3C
ENSG00000142973	CYP4B1
ENSG00000143006	DMRTB1
ENSG00000143013	LMO4
ENSG00000143028	SYPL2
ENSG00000143032	BARHL2
ENSG00000005108	THSD7A
ENSG00000059378	PARP12
ENSG00000143033	MTF2
ENSG00000143036	SLC44A3
ENSG00000143061	IGSF3
ENSG00000143079	CTTNBP2NL
ENSG00000143093	STRIP1
ENSG00000143105	KCNA10
ENSG00000143106	PSMA5
ENSG00000143119	CD53
ENSG00000143125	PROK1
ENSG00000143126	CELSR2
ENSG00000143127	ITGA10
ENSG00000143147	GPR161
ENSG00000143149	ALDH9A1
ENSG00000143153	ATP1B1
ENSG00000143157	POGK
ENSG00000059588	TARBP1
ENSG00000143162	CREG1
ENSG00000143164	DCAF6
ENSG00000143167	GPA33
ENSG00000143171	RXRG
ENSG00000143178	TBX19
ENSG00000143179	UCK2
ENSG00000143190	POU2F1
ENSG00000143194	MAEL
ENSG00000059691	GATB
ENSG00000143195	ILDR2
ENSG00000143196	DPT
ENSG00000143199	ADCY10
ENSG00000143207	RFWD2
ENSG00000143217	NECTIN4
ENSG00000143224	PPOX
ENSG00000143228	NUF2
ENSG00000143248	RGS5
ENSG00000059728	MXD1
ENSG00000143257	NR1I3
ENSG00000143258	USP21
ENSG00000143278	F13B
ENSG00000143294	PRCC
ENSG00000143303	RRNAD1
ENSG00000143314	MRPL24
ENSG00000059758	CDK17
ENSG00000143318	CASQ1
ENSG00000143320	CRABP2
ENSG00000143321	HDGF
ENSG00000143322	ABL2
ENSG00000143324	XPR1
ENSG00000143333	RGS16
ENSG00000143337	TOR1AIP1
ENSG00000143340	FAM163A
ENSG00000143341	HMCN1
ENSG00000143344	RGL1
ENSG00000143353	LYPLAL1
ENSG00000143355	LHX9
ENSG00000143363	PRUNE1
ENSG00000143365	RORC
ENSG00000143369	ECM1
ENSG00000143373	ZNF687
ENSG00000143374	TARS2
ENSG00000059915	PSD
ENSG00000143375	CGN
ENSG00000143376	SNX27
ENSG00000143379	SETDB1
ENSG00000143382	ADAMTSL4
ENSG00000143387	CTSK
ENSG00000143390	RFX5
ENSG00000143393	PI4KB
ENSG00000143409	MINDY1
ENSG00000060069	CTDP1
ENSG00000143412	ANXA9
ENSG00000143418	CERS2
ENSG00000143420	ENSA
ENSG00000143434	SEMA6C
ENSG00000143437	ARNT
ENSG00000143442	POGZ
ENSG00000143443	C1orf56
ENSG00000143450	OAZ3
ENSG00000060140	STYK1
ENSG00000143457	GOLPH3L
ENSG00000143458	GABPB2
ENSG00000143469	SYT14
ENSG00000143476	DTL
ENSG00000143479	DYRK3
ENSG00000143494	VASH2
ENSG00000060237	WNK1
ENSG00000143507	DUSP10
ENSG00000143515	ATP8B2
ENSG00000143536	CRNN
ENSG00000143537	ADAM15
ENSG00000143543	JTB
ENSG00000143545	RAB13
ENSG00000143552	NUP210L
ENSG00000143553	SNAPIN
ENSG00000143554	SLC27A3
ENSG00000143578	CREB3L4
ENSG00000143595	AQP10
ENSG00000143603	KCNN3
ENSG00000143614	GATAD2B
ENSG00000143621	ILF2
ENSG00000143622	RIT1
ENSG00000143624	INTS3
ENSG00000143627	PKLR
ENSG00000060558	GNA15
ENSG00000143630	HCN3
ENSG00000143632	ACTA1
ENSG00000143643	TTC13
ENSG00000143669	LYST
ENSG00000143674	MAP3K21
ENSG00000060566	CREB3L3
ENSG00000143742	SRP9
ENSG00000143748	NVL
ENSG00000143751	SDE2
ENSG00000143756	FBXO28
ENSG00000143772	ITPKB
ENSG00000060642	PIGV
ENSG00000143776	CDC42BPA
ENSG00000143786	CNIH3
ENSG00000143797	MBOAT2
ENSG00000143799	PARP1
ENSG00000143801	PSEN2
ENSG00000143815	LBR
ENSG00000143816	WNT9A
ENSG00000143842	SOX13
ENSG00000143845	ETNK2
ENSG00000143847	PPFIA4
ENSG00000143850	PLEKHA6
ENSG00000143851	PTPN7
ENSG00000143858	SYT2
ENSG00000143862	ARL8A
ENSG00000143867	OSR1
ENSG00000143869	GDF7
ENSG00000060688	SNRNP40
ENSG00000143882	ATP6V1C2
ENSG00000143889	HNRNPLL
ENSG00000143891	GALM
ENSG00000143919	CAMKMT
ENSG00000143921	ABCG8
ENSG00000143924	EML4
ENSG00000143942	CHAC2
ENSG00000143951	WDPCP
ENSG00000060709	RIMBP2
ENSG00000143952	VPS54
ENSG00000143970	ASXL2
ENSG00000143971	ETAA1
ENSG00000143994	ABHD1
ENSG00000143995	MEIS1
ENSG00000144021	CIAO1
ENSG00000144028	SNRNP200
ENSG00000144029	MRPS5
ENSG00000060718	COL11A1
ENSG00000144040	SFXN5
ENSG00000144057	ST6GAL2
ENSG00000144063	MALL
ENSG00000001036	FUCA2
ENSG00000060749	QSER1
ENSG00000144115	THNSL2
ENSG00000144118	RALB
ENSG00000144119	C1QL2
ENSG00000144130	NT5DC4
ENSG00000144136	SLC20A1
ENSG00000144152	FBLN7
ENSG00000144182	LIPT1
ENSG00000144191	CNGA3
ENSG00000144224	UBXN4
ENSG00000144227	NXPH2
ENSG00000144228	SPOPL
ENSG00000144229	THSD7B
ENSG00000144230	GPR17
ENSG00000144233	AMMECR1L
ENSG00000144278	GALNT13
ENSG00000144283	PKP4
ENSG00000144285	SCN1A
ENSG00000144290	SLC4A10
ENSG00000144306	SCRN3
ENSG00000144339	TMEFF2
ENSG00000144355	DLX1
ENSG00000144362	PHOSPHO2
ENSG00000060982	BCAT1
ENSG00000144366	GULP1
ENSG00000144369	FAM171B
ENSG00000144395	CCDC150
ENSG00000144401	METTL21A
ENSG00000144406	UNC80
ENSG00000144407	PTH2R
ENSG00000144410	CPO
ENSG00000144426	NBEAL1
